Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1159,12.22901,32.48855,-43.34351,-0.96118,0.24585,-0.16113,0.00,0.00,0.00
1160,5.34351,32.09160,-41.64122,-0.98535,0.20605,-0.15796,0.00,0.00,0.00
1161,4.41985,30.15267,-40.08397,-1.01953,0.13745,-0.12061,0.00,0.00,0.00
1162,9.58779,29.21374,-39.38931,-1.03418,0.09253,-0.08765,0.00,0.00,0.00
1163,14.54962,28.50382,-38.85496,-1.03931,0.08838,-0.04297,0.00,0.00,0.00
1164,17.47328,28.69466,-38.36641,-1.03003,0.11719,-0.02173,0.00,0.00,0.00
1165,15.54962,28.87023,-39.03053,-1.04248,0.11792,-0.00195,0.00,0.00,0.00
1166,11.78626,29.41985,-39.80152,-1.04199,0.14771,-0.04468,0.00,0.00,0.00
1167,7.03053,30.41985,-40.16794,-1.03979,0.16553,-0.07739,0.00,0.00,0.00
1168,3.86260,30.08397,-40.84733,-1.02466,0.14063,-0.08691,0.00,0.00,0.00
1169,4.12214,29.12977,-41.00763,-1.01172,0.09009,-0.11035,0.00,0.00,0.00
1170,6.93893,27.71756,-40.21374,-1.01782,0.10205,-0.14063,0.00,0.00,0.00
1171,9.74046,26.48092,-39.83206,-1.01709,0.09473,-0.18213,0.00,0.00,0.00
1172,11.78626,24.88550,-38.64885,-1.02124,0.09570,-0.19482,0.00,0.00,0.00
1173,12.70229,23.04580,-37.77862,-1.00073,0.08643,-0.19800,0.00,0.00,0.00
1174,12.76336,20.84733,-36.49618,-1.01440,0.09644,-0.20532,0.00,0.00,0.00
1175,11.44275,19.01527,-35.74809,-1.01733,0.07129,-0.19165,0.00,0.00,0.00
1176,9.77863,17.05344,-35.41221,-1.00635,0.08301,-0.19141,0.00,0.00,0.00
1177,7.58779,15.95420,-34.04580,-1.01001,0.07153,-0.17065,0.00,0.00,0.00
1178,6.10687,15.61832,-32.33588,-1.01147,0.04126,-0.13989,0.00,0.00,0.00
1179,4.20611,15.22137,-29.96947,-1.01733,0.01050,-0.12183,0.00,0.00,0.00
1180,1.81679,15.20611,-27.97710,-1.02417,0.00684,-0.09888,0.00,0.00,0.00
1181,-0.64885,14.65649,-25.71756,-1.04346,0.02100,-0.13062,0.00,0.00,0.00
1182,-2.27481,14.36641,-24.19847,-1.02832,0.02026,-0.15283,0.00,0.00,0.00
1183,-1.93893,12.87786,-22.80153,-1.04297,0.01221,-0.14014,0.00,0.00,0.00
1184,0.22901,11.58015,-21.35878,-1.03711,-0.02319,-0.14844,0.00,0.00,0.00
1185,2.22137,11.34351,-18.87023,-1.03394,-0.01855,-0.15479,0.00,0.00,0.00
1186,3.64122,10.64122,-16.64122,-1.02710,-0.02051,-0.15869,0.00,0.00,0.00
1187,5.24427,10.60305,-14.45038,-1.01563,-0.03223,-0.16748,0.00,0.00,0.00
1188,8.94656,10.34351,-12.84733,-1.01733,-0.02930,-0.16187,0.00,0.00,0.00
1189,11.71756,9.81679,-11.42748,-1.01978,-0.01392,-0.17627,0.00,0.00,0.00
1190,11.80916,8.58779,-10.62595,-1.02734,0.00952,-0.19507,0.00,0.00,0.00
1191,10.14504,7.58015,-10.18321,-1.02124,0.01953,-0.19556,0.00,0.00,0.00
1192,7.83206,6.12977,-9.56488,-1.00879,0.01440,-0.19238,0.00,0.00,0.00
1193,7.01527,4.67176,-9.20611,-1.01025,-0.00073,-0.18188,0.00,0.00,0.00
1194,6.87023,3.93130,-7.93893,-1.00220,-0.01050,-0.18750,0.00,0.00,0.00
1195,8.20611,4.01527,-6.74809,-1.00635,-0.02881,-0.17944,0.00,0.00,0.00
1196,8.74046,3.83206,-5.53435,-1.01196,-0.01025,-0.16870,0.00,0.00,0.00
1197,7.19847,4.03817,-4.25954,-1.01147,0.00513,-0.17920,0.00,0.00,0.00
1198,4.83969,4.72519,-3.74046,-1.00464,0.00806,-0.19678,0.00,0.00,0.00
1199,3.02290,4.96947,-3.29771,-0.99634,0.00049,-0.20508,0.00,0.00,0.00
1200,2.22901,4.83969,-3.60305,-0.99780,0.00122,-0.21094,0.00,0.00,0.00
1201,2.48092,4.34351,-4.03817,-0.99951,0.01245,-0.21240,0.00,0.00,0.00
1202,2.16031,3.31298,-4.42748,-1.00830,-0.00317,-0.20093,0.00,0.00,0.00
1203,2.18321,3.18321,-4.87023,-1.00757,-0.00708,-0.18164,0.00,0.00,0.00
1204,1.70992,2.74046,-5.32061,-1.01099,-0.01147,-0.16260,0.00,0.00,0.00
1205,1.09160,2.29008,-6.09160,-1.03271,0.00415,-0.14600,0.00,0.00,0.00
1206,0.03053,0.82443,-7.11450,-1.05005,0.00610,-0.14111,0.00,0.00,0.00
1207,-1.25191,1.42748,-8.06870,-1.05298,0.00024,-0.15088,0.00,0.00,0.00
1208,-2.59542,2.08397,-8.25191,-1.02441,-0.00562,-0.16797,0.00,0.00,0.00
1209,-3.07634,2.54962,-8.36641,-1.00684,-0.01685,-0.17529,0.00,0.00,0.00
1210,-2.54198,2.45038,-8.55725,-1.01514,-0.03198,-0.16943,0.00,0.00,0.00
1211,-0.32061,0.70992,-7.80916,-1.03101,-0.05444,-0.18408,0.00,0.00,0.00
1212,1.83969,1.02290,-6.76336,-1.02417,-0.04590,-0.19067,0.00,0.00,0.00
1213,3.61832,1.03817,-5.47328,-1.02612,-0.05078,-0.17920,0.00,0.00,0.00
1214,4.61069,1.49618,-4.38168,-1.01025,-0.03027,-0.17188,0.00,0.00,0.00
1215,4.78626,1.90840,-3.42748,-1.01245,-0.03540,-0.17139,0.00,0.00,0.00
1216,4.23664,2.08397,-2.68702,-1.02368,-0.02930,-0.17847,0.00,0.00,0.00
1217,4.44275,1.50382,-2.66412,-1.02441,-0.02808,-0.18335,0.00,0.00,0.00
1218,4.16794,1.45802,-2.32061,-1.02563,-0.02979,-0.18213,0.00,0.00,0.00
1219,4.94656,1.06107,-2.26718,-1.01440,-0.03149,-0.19409,0.00,0.00,0.00
1220,5.27481,0.69466,-2.14504,-1.01221,-0.02930,-0.19604,0.00,0.00,0.00
1221,5.83969,0.05344,-2.16794,-1.01392,-0.02466,-0.19824,0.00,0.00,0.00
1222,5.83206,-0.66412,-2.63359,-1.01904,-0.01392,-0.19604,0.00,0.00,0.00
1223,4.90840,-1.12977,-3.38168,-1.02466,-0.00244,-0.19678,0.00,0.00,0.00
1224,4.10687,-1.70992,-4.05344,-1.01294,-0.01343,-0.19141,0.00,0.00,0.00
1225,3.12977,-2.05344,-5.01527,-1.02026,-0.00415,-0.18726,0.00,0.00,0.00
1226,2.48855,-2.22137,-5.54198,-1.01880,-0.01733,-0.18945,0.00,0.00,0.00
1227,2.20611,-2.15267,-5.90076,-1.01074,-0.02832,-0.17480,0.00,0.00,0.00
1228,1.34351,-2.50382,-5.87786,-1.01147,-0.02734,-0.18311,0.00,0.00,0.00
1229,-0.32824,-2.51145,-5.89313,-1.01343,-0.02515,-0.17065,0.00,0.00,0.00
1230,-2.12977,-2.57252,-6.07634,-1.00635,-0.02612,-0.18066,0.00,0.00,0.00
1231,-2.71756,-2.22137,-6.68702,-1.00806,-0.03662,-0.18945,0.00,0.00,0.00
1232,-0.93130,-2.48092,-6.72519,-1.01343,-0.03979,-0.18604,0.00,0.00,0.00
1233,1.55725,-2.14504,-6.44275,-1.01270,-0.04614,-0.17114,0.00,0.00,0.00
1234,2.89313,-2.10687,-6.19847,-1.02002,-0.05176,-0.17896,0.00,0.00,0.00
1235,2.68702,-2.66412,-5.59542,-1.02515,-0.04199,-0.17212,0.00,0.00,0.00
1236,1.19084,-3.43511,-5.68702,-1.03149,-0.02490,-0.17847,0.00,0.00,0.00
1237,-0.42748,-4.63359,-5.86260,-1.04297,-0.03052,-0.18823,0.00,0.00,0.00
1238,-0.98473,-5.77099,-6.49618,-1.03809,-0.01953,-0.19775,0.00,0.00,0.00
1239,-0.69466,-6.57252,-6.51145,-1.03613,-0.04004,-0.19556,0.00,0.00,0.00
1240,-0.39695,-7.70229,-5.91603,-1.03003,-0.05176,-0.17529,0.00,0.00,0.00
1241,-0.41221,-8.33588,-4.87786,-1.01855,-0.03882,-0.19922,0.00,0.00,0.00
1242,-0.51145,-8.85496,-4.46565,-1.01758,-0.03174,-0.18237,0.00,0.00,0.00
1243,-0.18321,-9.06870,-3.94656,-1.02368,-0.04199,-0.17554,0.00,0.00,0.00
1244,-0.03053,-9.12214,-3.08397,-1.02466,-0.04492,-0.18604,0.00,0.00,0.00
1245,0.27481,-9.30534,-2.12214,-1.00928,-0.05396,-0.18335,0.00,0.00,0.00
1246,1.16031,-9.00000,-1.38168,-1.00415,-0.06250,-0.18066,0.00,0.00,0.00
1247,2.15267,-8.44275,-0.03817,-1.00439,-0.07471,-0.16870,0.00,0.00,0.00
1248,3.42748,-7.64885,0.84733,-0.99951,-0.07251,-0.15845,0.00,0.00,0.00
1249,3.41985,-6.76336,1.55725,-0.98560,-0.05493,-0.14404,0.00,0.00,0.00
1250,2.12977,-6.01527,2.18321,-0.99512,-0.04688,-0.15991,0.00,0.00,0.00
1251,0.96947,-4.70229,2.30534,-0.97534,-0.04419,-0.16187,0.00,0.00,0.00
1252,1.77099,-3.80153,2.70229,-0.97803,-0.06494,-0.14136,0.00,0.00,0.00
1253,1.79389,-2.93893,3.68702,-0.98071,-0.05688,-0.14331,0.00,0.00,0.00
1254,1.18321,-2.19847,4.34351,-1.00220,-0.04907,-0.15527,0.00,0.00,0.00
1255,-0.80153,-1.91603,4.93130,-1.00903,-0.04614,-0.15454,0.00,0.00,0.00
1256,-2.57252,-1.58779,5.72519,-1.01563,-0.04077,-0.14453,0.00,0.00,0.00
1257,-5.16794,-1.41221,6.58779,-1.01904,-0.03223,-0.15332,0.00,0.00,0.00
1258,-7.01527,-1.33588,7.54198,-1.02441,-0.04443,-0.14917,0.00,0.00,0.00
1259,-8.45802,-1.33588,8.64885,-1.03809,-0.04468,-0.16870,0.00,0.00,0.00
1260,-9.06107,-1.58779,10.03053,-1.02295,-0.04517,-0.16479,0.00,0.00,0.00
1261,-9.00000,-2.08397,10.84733,-1.02246,-0.05176,-0.16357,0.00,0.00,0.00
1262,-9.25954,-2.12977,11.97710,-1.01855,-0.03979,-0.16821,0.00,0.00,0.00
1263,-9.70229,-2.40458,12.90076,-1.02271,-0.02319,-0.17017,0.00,0.00,0.00
1264,-9.65649,-2.38931,13.13740,-1.02856,-0.02515,-0.15869,0.00,0.00,0.00
1265,-9.38168,-2.45802,13.31298,-1.03076,-0.02979,-0.16187,0.00,0.00,0.00
1266,-8.83206,-1.90076,13.08397,-1.01831,-0.02197,-0.15942,0.00,0.00,0.00
1267,-8.10687,-1.16031,13.16794,-1.02563,-0.01099,-0.15186,0.00,0.00,0.00
1268,-7.28244,-0.58015,12.62595,-1.02417,-0.00806,-0.14844,0.00,0.00,0.00
1269,-7.06107,-0.16031,11.62595,-1.01489,-0.00073,-0.15381,0.00,0.00,0.00
1270,-6.64122,0.22137,10.25954,-1.00977,0.01489,-0.17065,0.00,0.00,0.00
1271,-6.94656,-0.07634,8.88550,-1.00952,0.00830,-0.16089,0.00,0.00,0.00
1272,-7.44275,-0.45802,6.87786,-1.01685,0.01733,-0.17212,0.00,0.00,0.00
1273,-8.58779,-1.16794,4.74046,-1.01392,0.01733,-0.17383,0.00,0.00,0.00
1274,-8.70992,-1.70229,2.19847,-1.01221,0.02051,-0.17065,0.00,0.00,0.00
1275,-8.01527,-2.03053,-0.29008,-1.00415,0.02051,-0.17285,0.00,0.00,0.00
1276,-7.45802,-2.06870,-2.64885,-1.00146,0.01196,-0.16797,0.00,0.00,0.00
1277,-7.06870,-2.42748,-4.87786,-1.01904,0.00684,-0.14209,0.00,0.00,0.00
1278,-5.48092,-3.37405,-6.64122,-1.02856,-0.00366,-0.12476,0.00,0.00,0.00
1279,-2.86260,-3.97710,-7.80916,-1.04395,-0.03418,-0.12305,0.00,0.00,0.00
1280,0.67939,-3.71756,-7.77099,-1.03052,-0.03516,-0.11694,0.00,0.00,0.00
1281,2.09160,-3.41985,-8.25191,-1.02222,-0.01733,-0.13013,0.00,0.00,0.00
1282,1.61069,-3.14504,-8.39695,-1.01270,-0.01074,-0.13696,0.00,0.00,0.00
1283,0.44275,-2.87023,-8.87023,-1.00024,-0.00610,-0.14087,0.00,0.00,0.00
1284,-1.77099,-3.00763,-8.71756,-1.00146,-0.00366,-0.13354,0.00,0.00,0.00
1285,-4.92366,-3.19084,-8.67939,-1.01929,-0.01270,-0.14331,0.00,0.00,0.00
1286,-6.32824,-3.81679,-8.79389,-1.02905,-0.01416,-0.15503,0.00,0.00,0.00
1287,-6.61832,-4.12977,-9.24427,-1.03174,-0.01538,-0.16675,0.00,0.00,0.00
1288,-6.00763,-4.05344,-9.34351,-1.02441,0.00000,-0.16943,0.00,0.00,0.00
1289,-5.14504,-4.81679,-9.94656,-1.01831,-0.02710,-0.16187,0.00,0.00,0.00
1290,-4.08397,-5.43511,-10.29008,-1.02295,-0.03296,-0.15796,0.00,0.00,0.00
1291,-3.48855,-5.92366,-11.07634,-1.02563,-0.02954,-0.15405,0.00,0.00,0.00
1292,-2.74046,-6.21374,-11.99237,-1.02393,-0.02271,-0.15356,0.00,0.00,0.00
1293,-2.51145,-6.15267,-13.65649,-1.02393,-0.02002,-0.14697,0.00,0.00,0.00
1294,-2.28244,-6.22901,-15.10687,-1.02100,-0.00464,-0.14355,0.00,0.00,0.00
1295,-2.65649,-5.77863,-16.67176,-1.01563,-0.01392,-0.13892,0.00,0.00,0.00
1296,-2.22901,-5.99237,-18.78626,-1.02026,-0.01807,-0.14233,0.00,0.00,0.00
1297,-1.47328,-5.82443,-20.99237,-1.02222,-0.02124,-0.13013,0.00,0.00,0.00
1298,-0.85496,-5.48092,-23.57252,-1.02002,-0.02319,-0.12671,0.00,0.00,0.00
1299,-0.72519,-5.36641,-26.10687,-1.02490,-0.02295,-0.13916,0.00,0.00,0.00
1300,-0.41221,-5.46565,-29.48855,-1.02026,-0.02466,-0.13013,0.00,0.00,0.00
1301,0.13740,-5.53435,-33.26717,-1.02100,-0.02100,-0.13550,0.00,0.00,0.00
1302,1.00763,-5.42748,-37.98473,-1.03149,-0.01587,-0.13306,0.00,0.00,0.00
1303,1.36641,-5.22901,-42.25954,-1.03442,-0.00073,-0.15161,0.00,0.00,0.00
1304,1.70992,-5.55725,-47.77862,-1.04395,-0.00928,-0.13599,0.00,0.00,0.00
1305,2.06870,-5.42748,-52.06107,-1.04590,-0.05591,-0.12476,0.00,0.00,0.00
1306,2.78626,-5.32824,-55.46565,-1.04102,-0.06201,-0.12207,0.00,0.00,0.00
1307,3.33588,-5.26718,-58.00763,-1.03711,-0.09131,-0.12500,0.00,0.00,0.00
1308,5.32824,-5.83206,-61.05344,-1.03198,-0.10669,-0.11841,0.00,0.00,0.00
1309,7.83969,-5.38168,-64.87023,-1.04932,-0.09033,-0.12085,0.00,0.00,0.00
1310,9.80153,-4.70992,-68.97710,-1.05029,-0.04517,-0.11499,0.00,0.00,0.00
1311,9.47328,-3.97710,-72.57252,-1.06128,-0.03418,-0.14136,0.00,0.00,0.00
1312,7.84733,-4.41985,-74.78627,-1.08447,-0.12134,-0.12427,0.00,0.00,0.00
1313,8.41221,-3.45038,-75.77100,-1.09790,-0.17212,-0.10913,0.00,0.00,0.00
1314,11.99237,-3.66412,-76.03817,-1.10034,-0.19336,-0.10474,0.00,0.00,0.00
1315,15.63359,-2.56489,-75.46566,-1.08032,-0.24194,-0.10352,0.00,0.00,0.00
1316,20.50382,-1.94656,-74.19084,-1.08569,-0.29297,-0.11230,0.00,0.00,0.00
1317,25.25954,0.93130,-70.61069,-1.10132,-0.28223,-0.13867,0.00,0.00,0.00
1318,30.60305,2.49618,-68.78627,-1.15186,-0.31079,-0.10352,0.00,0.00,0.00
1319,36.16030,3.42748,-68.01527,-1.21753,-0.27637,-0.11499,0.00,0.00,0.00
1320,40.77862,3.58779,-69.92367,-1.28247,-0.24756,-0.11938,0.00,0.00,0.00
1321,45.67939,1.19084,-74.63359,-1.39185,-0.12842,-0.07642,0.00,0.00,0.00
1322,45.99237,0.81679,-82.64122,-1.40234,-0.08105,-0.10791,0.00,0.00,0.00
1323,43.32061,-0.10687,-88.99237,-1.42236,-0.10156,-0.10913,0.00,0.00,0.00
1324,39.59542,-1.09160,-92.96947,-1.46997,-0.10205,-0.10742,0.00,0.00,0.00
1325,34.66412,-3.38931,-95.09924,-1.49097,-0.11353,-0.08154,0.00,0.00,0.00
1326,32.52672,-6.29771,-95.93130,-1.44580,-0.08667,-0.07935,0.00,0.00,0.00
1327,29.79389,-8.10687,-94.07633,-1.35596,-0.05493,-0.08276,0.00,0.00,0.00
1328,23.05344,-7.50382,-91.68702,-1.22803,-0.11987,-0.08667,0.00,0.00,0.00
1329,20.83970,-9.54198,-90.04580,-1.16382,-0.21289,-0.17261,0.00,0.00,0.00
1330,18.20611,-4.71756,-87.31298,-1.08936,-0.27075,-0.27710,0.00,0.00,0.00
1331,14.11450,-1.67176,-83.12977,-1.08252,-0.31982,-0.28076,0.00,0.00,0.00
1332,14.51145,2.15267,-78.34352,-0.99341,-0.37061,-0.33008,0.00,0.00,0.00
1333,16.98473,5.71756,-72.66413,-0.92139,-0.32324,-0.32397,0.00,0.00,0.00
1334,25.00763,6.96183,-58.08397,-0.85474,-0.04565,-0.22485,0.00,0.00,0.00
1335,34.79389,7.17557,-41.57252,-0.78564,0.06079,-0.11450,0.00,0.00,0.00
1336,41.79389,7.23664,-30.67176,-0.77466,-0.09399,-0.03394,0.00,0.00,0.00
1337,47.02290,3.93130,-18.19084,-0.81934,-0.00073,0.02344,0.00,0.00,0.00
1338,45.34351,1.58779,0.12214,-0.78345,0.19678,0.04956,0.00,0.00,0.00
1339,36.67939,0.57252,14.93130,-0.73535,0.22485,0.07568,0.00,0.00,0.00
1340,24.32061,0.28244,27.66412,-0.69067,0.19604,0.07324,0.00,0.00,0.00
1341,12.28244,0.32824,40.96183,-0.68359,0.19434,0.06396,0.00,0.00,0.00
1342,0.18321,0.38168,55.45801,-0.69043,0.17822,0.05371,0.00,0.00,0.00
1343,-9.77099,-0.51145,69.48855,-0.71509,0.16064,0.07910,0.00,0.00,0.00
1344,-17.48855,-1.94656,82.77100,-0.72339,0.15649,0.06006,0.00,0.00,0.00
1345,-24.36641,-2.48092,93.86260,-0.71753,0.13892,0.04590,0.00,0.00,0.00
1346,-29.88550,-2.23664,105.68702,-0.74194,0.12085,0.05957,0.00,0.00,0.00
1347,-35.50382,-1.91603,117.35878,-0.77612,0.08398,0.04785,0.00,0.00,0.00
1348,-37.32824,-2.52672,128.38168,-0.80542,0.05884,0.04077,0.00,0.00,0.00
1349,-37.20611,-3.51908,137.82443,-0.85083,0.02734,0.03027,0.00,0.00,0.00
1350,-36.09923,-5.00763,145.62596,-0.89014,0.01831,0.01782,0.00,0.00,0.00
1351,-34.72519,-5.91603,153.33587,-0.93286,0.01733,0.00879,0.00,0.00,0.00
1352,-33.13740,-7.06870,160.62596,-0.96729,0.00195,-0.01660,0.00,0.00,0.00
1353,-31.41222,-7.77863,167.49618,-1.00122,0.00171,-0.02539,0.00,0.00,0.00
1354,-30.34351,-7.83206,173.50381,-1.04419,-0.01636,-0.02661,0.00,0.00,0.00
1355,-28.83206,-8.69466,179.61068,-1.06738,-0.04492,-0.05566,0.00,0.00,0.00
1356,-27.51908,-9.73282,184.47328,-1.09692,-0.06152,-0.05005,0.00,0.00,0.00
1357,-26.87786,-11.30534,188.06869,-1.12280,-0.05469,-0.06982,0.00,0.00,0.00
1358,-28.38931,-12.62595,191.24427,-1.15820,-0.03760,-0.06177,0.00,0.00,0.00
1359,-31.82443,-14.61069,193.49618,-1.19800,-0.02441,-0.06665,0.00,0.00,0.00
1360,-35.85496,-16.23664,194.11450,-1.22339,-0.04175,-0.05640,0.00,0.00,0.00
1361,-40.75572,-17.93893,193.54199,-1.24634,-0.04102,-0.06372,0.00,0.00,0.00
1362,-45.70992,-19.67176,191.43511,-1.27319,-0.06909,-0.05859,0.00,0.00,0.00
1363,-49.29771,-21.86260,188.97709,-1.29565,-0.07422,-0.06738,0.00,0.00,0.00
1364,-52.03053,-24.09924,186.06106,-1.32813,-0.06079,-0.08203,0.00,0.00,0.00
1365,-53.93893,-26.75573,181.50381,-1.35913,-0.04858,-0.06323,0.00,0.00,0.00
1366,-53.53435,-29.64122,175.36640,-1.34399,-0.07764,-0.05762,0.00,0.00,0.00
1367,-52.20611,-31.81679,169.05343,-1.32153,-0.08521,-0.06592,0.00,0.00,0.00
1368,-50.96947,-34.06107,161.42747,-1.31396,-0.09937,-0.07813,0.00,0.00,0.00
1369,-48.40458,-36.89313,152.93130,-1.30225,-0.10010,-0.09521,0.00,0.00,0.00
1370,-43.67939,-36.15267,143.60305,-1.24976,-0.10303,-0.12866,0.00,0.00,0.00
1371,-39.26717,-34.01527,136.93130,-1.19751,-0.10791,-0.15576,0.00,0.00,0.00
1372,-29.98473,-30.97710,132.12213,-1.13208,-0.13892,-0.18188,0.00,0.00,0.00
1373,-14.06870,-27.16794,126.66413,-1.04858,-0.20190,-0.20898,0.00,0.00,0.00
1374,5.44275,-21.90840,118.12214,-0.96680,-0.25342,-0.23267,0.00,0.00,0.00
1375,23.97710,-16.15267,107.00764,-0.93799,-0.25269,-0.23682,0.00,0.00,0.00
1376,39.69466,-10.85496,92.81680,-0.94702,-0.23975,-0.23145,0.00,0.00,0.00
1377,52.61832,-5.51145,77.00764,-0.96167,-0.22144,-0.21191,0.00,0.00,0.00
1378,65.30535,-2.38168,61.58015,-0.95752,-0.15698,-0.12598,0.00,0.00,0.00
1379,72.83206,-2.11450,47.67176,-0.95679,-0.03955,-0.03589,0.00,0.00,0.00
1380,72.10688,-3.08397,36.93130,-0.95093,0.09277,-0.01685,0.00,0.00,0.00
1381,63.34351,-3.44275,25.92366,-0.92896,0.17920,-0.01733,0.00,0.00,0.00
1382,48.97710,-1.90840,14.61069,-0.89697,0.23340,-0.02734,0.00,0.00,0.00
1383,34.35115,-0.58779,5.38168,-0.89185,0.27002,-0.01025,0.00,0.00,0.00
1384,20.80153,1.11450,-1.44275,-0.88281,0.28076,0.00366,0.00,0.00,0.00
1385,8.29771,2.38931,-8.27481,-0.89600,0.27197,0.00635,0.00,0.00,0.00
1386,-2.69466,3.65649,-14.49618,-0.90161,0.24683,-0.00024,0.00,0.00,0.00
1387,-12.36641,4.95420,-21.64886,-0.91724,0.19238,-0.00684,0.00,0.00,0.00
1388,-19.11450,6.17557,-27.88550,-0.92798,0.16675,-0.03760,0.00,0.00,0.00
1389,-25.31298,7.70229,-33.06870,-0.94092,0.21533,-0.10718,0.00,0.00,0.00
1390,-30.03817,16.12214,-36.58779,-0.94360,0.09863,-0.21533,0.00,0.00,0.00
1391,-33.89313,16.06107,-47.98473,-1.06348,0.03516,-0.22876,0.00,0.00,0.00
1392,-24.07634,7.90840,-44.84733,-1.36841,0.64697,0.02222,0.00,0.00,0.00
1393,-6.90076,1.94656,-30.47328,-1.24243,1.04980,0.15698,0.00,0.00,0.00
1394,-17.27481,10.32061,-42.71755,-1.01318,0.43604,0.02808,0.00,0.00,0.00
1395,-31.45038,10.76336,-56.78626,-1.10986,0.23486,-0.02344,0.00,0.00,0.00
1396,-29.42748,13.55725,-55.36641,-1.21167,0.53711,-0.06616,0.00,0.00,0.00
1397,-30.84733,22.27481,-62.31298,-1.21973,0.30396,-0.02295,0.00,0.00,0.00
1398,-30.13741,25.93130,-69.77863,-1.21533,0.03906,0.10474,0.00,0.00,0.00
1399,-21.52672,28.16794,-70.97710,-1.10498,0.02954,0.11523,0.00,0.00,0.00
1400,-13.70992,31.87023,-67.61833,-1.05640,0.15161,0.09497,0.00,0.00,0.00
1401,-7.83969,32.89313,-63.99237,-1.03882,0.13110,0.09473,0.00,0.00,0.00
1402,-0.72519,33.38168,-60.90076,-1.00830,0.11182,0.00024,0.00,0.00,0.00
1403,7.93130,32.67176,-58.57252,-1.00684,0.16431,-0.05957,0.00,0.00,0.00
1404,15.80153,30.00763,-56.96183,-1.02173,0.18066,-0.09082,0.00,0.00,0.00
1405,19.51908,27.38931,-56.53435,-1.02295,0.20801,-0.13818,0.00,0.00,0.00
1406,18.71756,25.18321,-56.16794,-0.99463,0.30811,-0.19922,0.00,0.00,0.00
1407,12.41221,24.79389,-54.67939,-0.95264,0.40088,-0.26440,0.00,0.00,0.00
1408,8.01527,22.00763,-55.49618,-0.92896,0.37695,-0.27759,0.00,0.00,0.00
1409,4.83206,21.51908,-56.79389,-0.91406,0.36792,-0.27979,0.00,0.00,0.00
1410,3.37405,21.09160,-58.47328,-0.93604,0.35718,-0.25269,0.00,0.00,0.00
1411,0.82443,22.19847,-60.79389,-0.91357,0.33228,-0.26489,0.00,0.00,0.00
1412,-3.96947,24.80153,-63.63359,-0.94678,0.31396,-0.22656,0.00,0.00,0.00
1413,-3.90076,23.61069,-66.88550,-1.02100,0.24585,-0.12891,0.00,0.00,0.00
1414,-3.25191,25.61832,-68.48092,-0.99365,0.19360,-0.09839,0.00,0.00,0.00
1415,4.90840,22.83206,-71.74810,-1.06445,-0.08154,0.02393,0.00,0.00,0.00
1416,15.52672,22.12977,-74.55725,-1.12280,-0.10791,0.05884,0.00,0.00,0.00
1417,23.17557,24.35115,-70.56489,-1.11938,0.01587,0.02100,0.00,0.00,0.00
1418,22.55725,25.70992,-66.83969,-1.08545,0.10547,-0.00220,0.00,0.00,0.00
1419,18.03817,26.44275,-64.57252,-1.04541,0.08813,-0.03296,0.00,0.00,0.00
1420,12.35114,24.46565,-61.48855,-1.03760,0.10986,-0.06421,0.00,0.00,0.00
1421,9.58779,22.63359,-57.57252,-1.04150,0.05347,-0.09595,0.00,0.00,0.00
1422,9.19084,21.08397,-53.52672,-1.05225,0.03052,-0.12842,0.00,0.00,0.00
1423,11.44275,19.83970,-48.35878,-1.02686,0.02319,-0.15039,0.00,0.00,0.00
1424,14.25191,19.24427,-43.22901,-1.00073,0.00781,-0.13452,0.00,0.00,0.00
1425,17.09924,18.41222,-38.84733,-1.00000,0.02246,-0.13208,0.00,0.00,0.00
1426,16.68702,17.67176,-34.93130,-1.02002,0.06665,-0.14453,0.00,0.00,0.00
1427,14.45038,17.13741,-32.75572,-1.01660,0.07202,-0.15674,0.00,0.00,0.00
1428,11.20611,16.16794,-30.60305,-1.00659,0.06860,-0.17651,0.00,0.00,0.00
1429,9.63359,15.16794,-28.74809,-0.99463,0.03760,-0.18652,0.00,0.00,0.00
1430,10.54198,14.15267,-26.97710,-1.00439,0.04395,-0.17749,0.00,0.00,0.00
1431,10.72519,13.66412,-25.97710,-1.01050,0.04834,-0.16821,0.00,0.00,0.00
1432,10.23664,13.55725,-25.29771,-1.00439,0.05151,-0.17993,0.00,0.00,0.00
1433,9.43511,12.70992,-24.61069,-0.99805,0.04834,-0.17554,0.00,0.00,0.00
1434,8.28244,11.68702,-23.62595,-1.01733,0.03882,-0.17798,0.00,0.00,0.00
1435,9.54962,10.71756,-23.02290,-1.02148,0.01685,-0.17578,0.00,0.00,0.00
1436,11.36641,10.29771,-21.56489,-1.02344,0.00732,-0.16602,0.00,0.00,0.00
1437,12.62595,9.43511,-19.93893,-1.02173,0.00195,-0.16846,0.00,0.00,0.00
1438,12.57252,9.19847,-18.29008,-0.99927,0.00903,-0.18848,0.00,0.00,0.00
1439,13.39695,8.45802,-16.27481,-1.01245,0.00049,-0.19507,0.00,0.00,0.00
1440,14.39695,7.75573,-13.91603,-1.01147,-0.01904,-0.18896,0.00,0.00,0.00
