Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
5959,1.06107,-0.43511,1.77099,-1.02075,0.06421,-0.15649,0.00,0.00,0.00
5960,1.21374,-0.27481,1.98473,-1.01196,0.05908,-0.15918,0.00,0.00,0.00
5961,1.18321,-0.43511,2.10687,-1.01489,0.06958,-0.15063,0.00,0.00,0.00
5962,1.38931,-0.43511,2.30534,-1.01611,0.06079,-0.15601,0.00,0.00,0.00
5963,1.41221,-0.35115,2.41985,-1.01416,0.07202,-0.15137,0.00,0.00,0.00
5964,1.32824,-0.11450,2.35115,-1.01245,0.07007,-0.15063,0.00,0.00,0.00
5965,0.88550,-0.19847,2.40458,-1.01123,0.06152,-0.15332,0.00,0.00,0.00
5966,0.85496,0.12214,2.32061,-1.01099,0.07544,-0.16382,0.00,0.00,0.00
5967,0.74046,0.16031,2.25191,-1.01440,0.07251,-0.14966,0.00,0.00,0.00
5968,0.41985,0.25954,1.96183,-1.01587,0.07837,-0.15112,0.00,0.00,0.00
5969,0.51145,0.45038,1.61069,-1.01050,0.07495,-0.15039,0.00,0.00,0.00
5970,0.66412,0.34351,1.45038,-1.00757,0.06885,-0.15161,0.00,0.00,0.00
5971,0.54962,0.35878,1.36641,-1.01636,0.07739,-0.16577,0.00,0.00,0.00
5972,0.44275,0.60305,0.84733,-1.01123,0.07153,-0.15942,0.00,0.00,0.00
5973,0.68702,0.47328,0.67939,-1.01636,0.06738,-0.14795,0.00,0.00,0.00
5974,0.91603,0.51908,0.65649,-1.01782,0.07300,-0.15552,0.00,0.00,0.00
5975,0.99237,0.16794,0.46565,-1.01025,0.06958,-0.16211,0.00,0.00,0.00
5976,0.74809,0.22137,0.44275,-1.01416,0.06982,-0.15234,0.00,0.00,0.00
5977,0.96947,0.49618,0.13740,-1.01343,0.07495,-0.15576,0.00,0.00,0.00
5978,0.82443,0.33588,0.26718,-1.01270,0.07031,-0.16138,0.00,0.00,0.00
5979,0.67176,0.25191,0.03817,-1.02026,0.06738,-0.15649,0.00,0.00,0.00
5980,0.61832,0.24427,-0.09160,-1.01514,0.08008,-0.15479,0.00,0.00,0.00
5981,0.29008,0.17557,-0.07634,-1.01025,0.07813,-0.14282,0.00,0.00,0.00
5982,-0.11450,0.29008,-0.52672,-1.01172,0.07690,-0.15820,0.00,0.00,0.00
5983,0.04580,0.24427,-0.53435,-1.01587,0.07715,-0.15063,0.00,0.00,0.00
5984,-0.38931,0.64122,-0.83206,-1.01196,0.08032,-0.15967,0.00,0.00,0.00
5985,-0.27481,0.75573,-1.31298,-1.01807,0.07593,-0.15088,0.00,0.00,0.00
5986,-0.37405,0.79389,-1.25191,-1.01636,0.08130,-0.15552,0.00,0.00,0.00
5987,-0.85496,0.65649,-1.54198,-1.01318,0.07935,-0.15210,0.00,0.00,0.00
5988,-0.54962,0.95420,-1.48092,-1.01196,0.06689,-0.16284,0.00,0.00,0.00
5989,-0.74046,0.98473,-1.70992,-1.00439,0.07593,-0.15015,0.00,0.00,0.00
5990,-0.90840,1.32061,-1.96183,-1.01123,0.06982,-0.14575,0.00,0.00,0.00
5991,-0.70992,1.12977,-1.98473,-1.01172,0.06860,-0.15527,0.00,0.00,0.00
5992,-1.17557,1.20611,-2.25191,-1.01318,0.06934,-0.16357,0.00,0.00,0.00
5993,-1.06107,1.27481,-2.28244,-1.01221,0.06885,-0.15576,0.00,0.00,0.00
5994,-0.73282,1.54962,-2.16031,-1.01172,0.07349,-0.15259,0.00,0.00,0.00
5995,-0.01527,1.56489,-2.28244,-1.01440,0.05762,-0.15454,0.00,0.00,0.00
5996,0.83969,1.60305,-1.77099,-1.01367,0.06226,-0.16138,0.00,0.00,0.00
5997,1.31298,1.64885,-1.40458,-1.01758,0.06812,-0.16211,0.00,0.00,0.00
5998,0.97710,1.63359,-1.74809,-1.01660,0.06299,-0.15796,0.00,0.00,0.00
5999,1.06870,1.31298,-1.83206,-1.01294,0.07007,-0.15552,0.00,0.00,0.00
6000,0.60305,1.44275,-1.85496,-1.01172,0.07422,-0.16772,0.00,0.00,0.00
6001,0.70229,1.15267,-1.69466,-1.01074,0.06543,-0.15820,0.00,0.00,0.00
6002,0.62595,1.28244,-1.81679,-1.02319,0.06958,-0.16553,0.00,0.00,0.00
6003,-0.18321,1.30534,-1.88550,-1.01953,0.07251,-0.16040,0.00,0.00,0.00
6004,-1.09160,1.16794,-2.24427,-1.01221,0.07178,-0.16479,0.00,0.00,0.00
6005,-1.91603,0.95420,-2.23664,-1.01025,0.06689,-0.15649,0.00,0.00,0.00
6006,-2.48855,0.99237,-2.11450,-1.00806,0.07007,-0.16968,0.00,0.00,0.00
6007,-2.59542,0.82443,-2.10687,-1.01538,0.06519,-0.16113,0.00,0.00,0.00
6008,-2.52672,0.98473,-1.90840,-1.01758,0.05640,-0.16162,0.00,0.00,0.00
6009,-2.96947,1.02290,-1.51908,-1.01367,0.05688,-0.16187,0.00,0.00,0.00
6010,-3.23664,0.81679,-1.43511,-1.01318,0.06494,-0.15601,0.00,0.00,0.00
6011,-3.41221,0.92366,-1.43511,-1.01318,0.06494,-0.15918,0.00,0.00,0.00
6012,-3.82443,0.74809,-1.22137,-1.00854,0.06738,-0.16748,0.00,0.00,0.00
6013,-3.69466,0.51908,-0.97710,-1.00977,0.06592,-0.16650,0.00,0.00,0.00
6014,-3.99237,0.38168,-0.84733,-1.01392,0.06030,-0.15894,0.00,0.00,0.00
6015,-4.26718,0.45038,-0.77863,-1.01172,0.06616,-0.16138,0.00,0.00,0.00
6016,-4.70229,0.46565,-0.92366,-1.00952,0.06616,-0.16455,0.00,0.00,0.00
6017,-4.64122,-0.11450,-1.21374,-1.01270,0.06396,-0.16187,0.00,0.00,0.00
6018,-4.16031,0.09924,-1.26718,-1.01636,0.06421,-0.16089,0.00,0.00,0.00
6019,-3.35115,-0.01527,-1.41985,-1.01929,0.05859,-0.16211,0.00,0.00,0.00
6020,-1.86260,0.24427,-1.53435,-1.01709,0.05420,-0.16235,0.00,0.00,0.00
6021,-0.41221,0.19847,-1.58779,-1.01367,0.05493,-0.16309,0.00,0.00,0.00
6022,0.70992,0.08397,-1.29771,-1.01758,0.05176,-0.16577,0.00,0.00,0.00
6023,1.21374,-0.27481,-1.27481,-1.01685,0.05981,-0.16016,0.00,0.00,0.00
6024,1.70229,-0.02290,-1.32061,-1.01294,0.06055,-0.16309,0.00,0.00,0.00
6025,2.02290,-0.04580,-1.31298,-1.01758,0.06006,-0.16553,0.00,0.00,0.00
6026,2.02290,-0.22137,-1.70992,-1.01782,0.06738,-0.16504,0.00,0.00,0.00
6027,2.54198,-0.30534,-1.96947,-1.02173,0.06787,-0.16187,0.00,0.00,0.00
6028,2.44275,-0.41985,-2.24427,-1.01123,0.06787,-0.16699,0.00,0.00,0.00
6029,2.36641,-0.19847,-2.49618,-1.01929,0.06372,-0.16748,0.00,0.00,0.00
6030,2.63359,-0.49618,-2.72519,-1.01172,0.06592,-0.16187,0.00,0.00,0.00
6031,2.80153,-0.30534,-2.81679,-1.01221,0.06030,-0.16235,0.00,0.00,0.00
6032,3.03817,-0.45802,-3.09924,-1.00952,0.06274,-0.16016,0.00,0.00,0.00
6033,2.92366,0.03053,-3.41221,-1.01538,0.05615,-0.16089,0.00,0.00,0.00
6034,3.19084,0.06870,-3.06107,-1.01489,0.05811,-0.16162,0.00,0.00,0.00
6035,3.11450,0.23664,-2.93130,-1.01099,0.05493,-0.15625,0.00,0.00,0.00
6036,3.17557,0.25191,-2.69466,-1.01563,0.05347,-0.16479,0.00,0.00,0.00
6037,2.94656,0.21374,-2.61832,-1.01465,0.05591,-0.15991,0.00,0.00,0.00
6038,2.57252,0.24427,-2.67939,-1.01563,0.05884,-0.16479,0.00,0.00,0.00
6039,2.13740,-0.06870,-2.61069,-1.01294,0.06396,-0.16528,0.00,0.00,0.00
6040,1.96947,0.03817,-2.60305,-1.01660,0.05713,-0.16553,0.00,0.00,0.00
6041,1.54962,-0.16031,-2.58015,-1.01318,0.05566,-0.15771,0.00,0.00,0.00
6042,1.20611,-0.16794,-2.68702,-1.01050,0.05664,-0.16260,0.00,0.00,0.00
6043,1.03053,-0.30534,-2.74809,-1.01221,0.05444,-0.15747,0.00,0.00,0.00
6044,1.20611,0.00763,-2.64122,-1.01807,0.05078,-0.16211,0.00,0.00,0.00
6045,1.41221,-0.26718,-2.53435,-1.01636,0.05615,-0.15112,0.00,0.00,0.00
6046,1.18321,-0.03817,-2.17557,-1.00806,0.05176,-0.15845,0.00,0.00,0.00
6047,0.92366,-0.18321,-2.05344,-1.01514,0.04883,-0.16113,0.00,0.00,0.00
6048,1.01527,-0.11450,-1.78626,-1.01880,0.05054,-0.16357,0.00,0.00,0.00
6049,0.61832,-0.47328,-1.54962,-1.01709,0.04517,-0.16528,0.00,0.00,0.00
6050,0.99237,-0.19084,-1.35878,-1.01465,0.05127,-0.16089,0.00,0.00,0.00
6051,0.60305,-0.45038,-1.32061,-1.01807,0.04639,-0.16650,0.00,0.00,0.00
6052,0.81679,-0.38168,-1.08397,-1.01392,0.04932,-0.15674,0.00,0.00,0.00
6053,0.91603,-0.44275,-0.97710,-1.01172,0.05200,-0.16138,0.00,0.00,0.00
6054,0.96183,-0.43511,-0.91603,-1.01392,0.05005,-0.15845,0.00,0.00,0.00
6055,1.06870,-0.38931,-0.99237,-1.01001,0.04443,-0.16016,0.00,0.00,0.00
6056,0.86260,-0.32061,-0.87023,-1.01025,0.05518,-0.15991,0.00,0.00,0.00
6057,1.00000,-0.80916,-0.80153,-1.01392,0.04468,-0.16382,0.00,0.00,0.00
6058,0.70992,-0.22901,-0.74046,-1.01489,0.05103,-0.15259,0.00,0.00,0.00
6059,0.87786,-0.27481,-0.89313,-1.00879,0.04419,-0.15894,0.00,0.00,0.00
6060,1.06870,-0.32061,-0.61069,-1.01294,0.05029,-0.15234,0.00,0.00,0.00
6061,1.40458,-0.21374,-0.60305,-1.01074,0.04614,-0.16333,0.00,0.00,0.00
6062,1.57252,-0.19847,-0.46565,-1.01318,0.04932,-0.16431,0.00,0.00,0.00
6063,1.63359,-0.30534,-0.41985,-1.01416,0.04614,-0.16113,0.00,0.00,0.00
6064,1.62595,-0.32824,-0.25191,-1.01538,0.05249,-0.16187,0.00,0.00,0.00
6065,1.37405,-0.30534,-0.23664,-1.01611,0.04565,-0.16724,0.00,0.00,0.00
6066,1.48855,-0.17557,-0.22901,-1.01147,0.04761,-0.15283,0.00,0.00,0.00
6067,1.52672,-0.19084,0.00000,-1.01270,0.04736,-0.16309,0.00,0.00,0.00
6068,1.45038,0.00763,-0.11450,-1.01587,0.05566,-0.16675,0.00,0.00,0.00
6069,1.11450,-0.06107,0.13740,-1.01392,0.05322,-0.16333,0.00,0.00,0.00
6070,0.80153,-0.20611,0.19847,-1.01440,0.05322,-0.15503,0.00,0.00,0.00
6071,0.55725,-0.09924,-0.26718,-1.01416,0.05518,-0.16187,0.00,0.00,0.00
6072,0.06870,0.06107,-0.18321,-1.01074,0.04932,-0.15869,0.00,0.00,0.00
6073,-0.14504,-0.00763,-0.17557,-1.02075,0.05298,-0.15479,0.00,0.00,0.00
6074,-0.14504,-0.06107,-0.18321,-1.01270,0.04785,-0.15674,0.00,0.00,0.00
6075,-0.26718,0.11450,0.05344,-1.01538,0.05688,-0.15747,0.00,0.00,0.00
6076,-0.38931,0.28244,-0.11450,-1.01123,0.04883,-0.16064,0.00,0.00,0.00
6077,-0.33588,0.37405,-0.11450,-1.01465,0.04688,-0.16162,0.00,0.00,0.00
6078,-0.02290,0.05344,-0.09924,-1.01294,0.04028,-0.16382,0.00,0.00,0.00
6079,0.27481,-0.20611,0.02290,-1.01831,0.03491,-0.16431,0.00,0.00,0.00
6080,0.88550,0.03817,0.38168,-1.02075,0.05151,-0.16602,0.00,0.00,0.00
6081,1.19084,-0.07634,0.29008,-1.01978,0.04907,-0.16382,0.00,0.00,0.00
6082,1.19084,-0.33588,-0.05344,-1.01172,0.05566,-0.16162,0.00,0.00,0.00
6083,1.12214,-0.51908,0.03817,-1.00854,0.05469,-0.16528,0.00,0.00,0.00
6084,0.61069,-0.51908,-0.06870,-1.01367,0.04736,-0.16211,0.00,0.00,0.00
6085,0.16794,-0.33588,-0.10687,-1.01416,0.05493,-0.15576,0.00,0.00,0.00
6086,-0.16031,-0.19847,-0.27481,-1.01709,0.05493,-0.15649,0.00,0.00,0.00
6087,-0.37405,-0.12977,-0.46565,-1.01343,0.05322,-0.16064,0.00,0.00,0.00
6088,-0.87023,-0.03817,-0.58015,-1.01636,0.05469,-0.15967,0.00,0.00,0.00
6089,-1.13740,-0.06870,-0.60305,-1.01074,0.05298,-0.17261,0.00,0.00,0.00
6090,-1.16794,0.06870,-0.76336,-1.00903,0.05420,-0.16040,0.00,0.00,0.00
6091,-1.00000,-0.24427,-0.71756,-1.02002,0.04980,-0.15942,0.00,0.00,0.00
6092,-0.72519,-0.20611,-0.62595,-1.02148,0.04590,-0.17065,0.00,0.00,0.00
6093,-0.56489,-0.17557,-0.62595,-1.01440,0.04468,-0.16309,0.00,0.00,0.00
6094,-0.57252,-0.29771,-0.53435,-1.01074,0.04395,-0.15967,0.00,0.00,0.00
6095,-0.32061,-0.38931,-0.39695,-1.01245,0.05640,-0.16846,0.00,0.00,0.00
6096,-0.58015,-0.47328,-0.34351,-1.01978,0.04834,-0.16089,0.00,0.00,0.00
6097,-0.51145,-0.41985,-0.52672,-1.01440,0.05176,-0.15771,0.00,0.00,0.00
6098,-0.77863,-0.12977,-0.70229,-1.02222,0.05469,-0.15576,0.00,0.00,0.00
6099,-0.90840,-0.30534,-0.83206,-1.02368,0.05127,-0.16724,0.00,0.00,0.00
6100,-0.80153,-0.28244,-0.81679,-1.01880,0.05005,-0.16479,0.00,0.00,0.00
6101,-0.86260,-0.28244,-0.76336,-1.01587,0.04907,-0.16089,0.00,0.00,0.00
6102,-0.74809,-0.06107,-0.59542,-1.01514,0.04932,-0.16504,0.00,0.00,0.00
6103,-0.56489,-0.04580,-0.72519,-1.01709,0.05151,-0.15552,0.00,0.00,0.00
6104,-0.45038,-0.19847,-0.42748,-1.01538,0.05103,-0.15942,0.00,0.00,0.00
6105,-0.14504,-0.28244,-0.32061,-1.01416,0.04395,-0.15845,0.00,0.00,0.00
6106,-0.12977,-0.49618,-0.38931,-1.01807,0.04199,-0.16357,0.00,0.00,0.00
6107,0.05344,-0.23664,-0.20611,-1.01489,0.04932,-0.15479,0.00,0.00,0.00
6108,0.00000,-0.18321,-0.31298,-1.01074,0.04370,-0.15894,0.00,0.00,0.00
6109,0.06870,0.12214,-0.22137,-1.01099,0.04956,-0.15405,0.00,0.00,0.00
6110,0.04580,0.06107,-0.50382,-1.01270,0.04590,-0.15991,0.00,0.00,0.00
6111,-0.03053,-0.08397,-0.09160,-1.01221,0.04639,-0.15552,0.00,0.00,0.00
6112,0.06107,-0.22137,-0.31298,-1.01538,0.04443,-0.15796,0.00,0.00,0.00
6113,0.01527,0.22901,-0.09924,-1.01172,0.04614,-0.15137,0.00,0.00,0.00
6114,0.27481,0.17557,-0.20611,-1.02002,0.04028,-0.16626,0.00,0.00,0.00
6115,0.46565,0.00000,0.11450,-1.00977,0.04419,-0.15796,0.00,0.00,0.00
6116,0.45802,-0.05344,-0.14504,-1.01660,0.04443,-0.15112,0.00,0.00,0.00
6117,0.48855,0.16794,0.06870,-1.00830,0.04395,-0.15967,0.00,0.00,0.00
6118,0.82443,0.00763,0.05344,-1.01245,0.05273,-0.16504,0.00,0.00,0.00
6119,0.87023,0.25954,0.06870,-1.01416,0.04614,-0.16113,0.00,0.00,0.00
6120,0.97710,0.29771,0.05344,-1.02124,0.04932,-0.15283,0.00,0.00,0.00
6121,1.15267,0.32824,0.10687,-1.01880,0.05200,-0.15234,0.00,0.00,0.00
6122,1.12214,0.05344,-0.18321,-1.01733,0.04419,-0.16064,0.00,0.00,0.00
6123,1.09160,0.14504,-0.18321,-1.01147,0.04932,-0.16284,0.00,0.00,0.00
6124,1.03053,0.04580,-0.22901,-1.00684,0.05444,-0.15576,0.00,0.00,0.00
6125,0.98473,0.18321,-0.50382,-1.02026,0.04492,-0.16431,0.00,0.00,0.00
6126,0.67939,0.02290,-0.30534,-1.01514,0.05493,-0.14966,0.00,0.00,0.00
6127,0.84733,-0.24427,-0.56489,-1.02075,0.05103,-0.16455,0.00,0.00,0.00
6128,0.86260,-0.06870,-0.79389,-1.01587,0.05176,-0.15332,0.00,0.00,0.00
6129,0.54962,-0.29771,-0.64885,-1.01538,0.04883,-0.16260,0.00,0.00,0.00
6130,0.47328,-0.03817,-0.67176,-1.01294,0.05200,-0.15796,0.00,0.00,0.00
6131,0.29771,0.24427,-0.83206,-1.01367,0.04419,-0.15747,0.00,0.00,0.00
6132,0.33588,-0.16794,-0.59542,-1.01343,0.04272,-0.16138,0.00,0.00,0.00
6133,0.45038,0.01527,-0.57252,-1.01807,0.04663,-0.16577,0.00,0.00,0.00
6134,0.25191,0.15267,-0.54198,-1.01636,0.04956,-0.15796,0.00,0.00,0.00
6135,0.24427,0.11450,-0.32061,-1.01709,0.05371,-0.15869,0.00,0.00,0.00
6136,0.12214,0.06870,-0.42748,-1.00659,0.05078,-0.16431,0.00,0.00,0.00
6137,0.02290,0.10687,-0.38931,-1.01147,0.04517,-0.16284,0.00,0.00,0.00
6138,-0.02290,0.25954,-0.17557,-1.01221,0.04834,-0.15869,0.00,0.00,0.00
6139,-0.41221,0.45038,-0.29771,-1.01123,0.04834,-0.15454,0.00,0.00,0.00
6140,-0.47328,0.14504,-0.41985,-1.01611,0.04785,-0.16309,0.00,0.00,0.00
6141,-0.68702,0.30534,-0.33588,-1.01514,0.04932,-0.15283,0.00,0.00,0.00
6142,-0.90840,0.53435,-0.19847,-1.01514,0.04858,-0.16382,0.00,0.00,0.00
6143,-0.83969,0.66412,-0.18321,-1.00854,0.04761,-0.15527,0.00,0.00,0.00
6144,-0.67939,0.67939,-0.25191,-1.01099,0.05127,-0.15942,0.00,0.00,0.00
6145,-0.62595,0.38168,-0.21374,-1.01489,0.04980,-0.15381,0.00,0.00,0.00
6146,-0.69466,0.45038,-0.18321,-1.02051,0.04810,-0.15967,0.00,0.00,0.00
6147,-0.78626,0.31298,-0.21374,-1.02026,0.04565,-0.15942,0.00,0.00,0.00
6148,-0.80153,0.55725,-0.18321,-1.01147,0.04395,-0.15771,0.00,0.00,0.00
6149,-0.91603,0.51908,-0.25954,-1.01587,0.05273,-0.15063,0.00,0.00,0.00
6150,-0.66412,0.34351,-0.20611,-1.01831,0.04321,-0.16382,0.00,0.00,0.00
6151,-0.82443,0.50382,-0.34351,-1.01733,0.05688,-0.15649,0.00,0.00,0.00
6152,-0.80916,0.51145,-0.17557,-1.00781,0.05029,-0.16870,0.00,0.00,0.00
6153,-0.77863,0.58015,-0.38168,-1.01196,0.05273,-0.15527,0.00,0.00,0.00
6154,-0.52672,0.53435,-0.40458,-1.01636,0.04932,-0.16626,0.00,0.00,0.00
6155,-0.33588,0.51145,-0.60305,-1.01318,0.05054,-0.16333,0.00,0.00,0.00
6156,-0.34351,0.34351,-0.74046,-1.01416,0.05005,-0.15967,0.00,0.00,0.00
6157,-0.27481,0.42748,-0.77863,-1.00977,0.04834,-0.16309,0.00,0.00,0.00
6158,-0.29008,0.34351,-0.88550,-1.01270,0.05420,-0.16064,0.00,0.00,0.00
6159,-0.31298,0.30534,-0.83206,-1.01782,0.04980,-0.15601,0.00,0.00,0.00
6160,-0.16031,0.36641,-0.90076,-1.01245,0.04980,-0.15234,0.00,0.00,0.00
6161,-0.08397,0.29008,-0.89313,-1.01807,0.05029,-0.15845,0.00,0.00,0.00
6162,-0.26718,0.14504,-1.06870,-1.01318,0.04810,-0.16821,0.00,0.00,0.00
6163,-0.06107,-0.01527,-1.20611,-1.01563,0.04980,-0.16602,0.00,0.00,0.00
6164,0.15267,-0.02290,-1.21374,-1.00781,0.04810,-0.16016,0.00,0.00,0.00
6165,-0.13740,-0.01527,-1.32061,-1.01099,0.04443,-0.14941,0.00,0.00,0.00
6166,0.04580,0.33588,-1.23664,-1.01685,0.04541,-0.15894,0.00,0.00,0.00
6167,-0.01527,0.23664,-1.47328,-1.00464,0.04907,-0.16089,0.00,0.00,0.00
6168,-0.05344,0.21374,-1.46565,-1.01343,0.04956,-0.16138,0.00,0.00,0.00
6169,0.06870,0.27481,-1.64885,-1.02051,0.04370,-0.15674,0.00,0.00,0.00
6170,0.08397,0.08397,-1.73282,-1.00854,0.04565,-0.16064,0.00,0.00,0.00
6171,0.31298,0.05344,-1.57252,-1.01514,0.04932,-0.15723,0.00,0.00,0.00
6172,0.17557,0.03053,-1.65649,-1.01489,0.04175,-0.15698,0.00,0.00,0.00
6173,0.11450,0.19084,-1.63359,-1.01001,0.04712,-0.15942,0.00,0.00,0.00
6174,0.16794,0.35878,-1.64122,-1.02051,0.04736,-0.16211,0.00,0.00,0.00
6175,-0.03053,0.19084,-1.83969,-1.00952,0.04712,-0.15332,0.00,0.00,0.00
6176,0.03817,0.09160,-1.90076,-1.01367,0.04663,-0.16626,0.00,0.00,0.00
6177,-0.04580,0.12214,-2.07634,-1.01514,0.04712,-0.15625,0.00,0.00,0.00
6178,-0.01527,0.43511,-2.03053,-1.01636,0.04224,-0.16357,0.00,0.00,0.00
6179,0.38168,0.16031,-2.20611,-1.02173,0.04102,-0.15698,0.00,0.00,0.00
6180,0.24427,0.25954,-2.19084,-1.01318,0.04346,-0.16772,0.00,0.00,0.00
6181,0.46565,0.11450,-2.00000,-1.01270,0.04028,-0.16406,0.00,0.00,0.00
6182,0.22137,0.18321,-2.02290,-1.01929,0.03735,-0.16504,0.00,0.00,0.00
6183,0.51145,0.34351,-2.05344,-1.00464,0.04126,-0.15771,0.00,0.00,0.00
6184,0.59542,0.67939,-2.16794,-1.01929,0.03931,-0.16382,0.00,0.00,0.00
6185,0.48855,0.60305,-2.09160,-1.01733,0.04004,-0.16846,0.00,0.00,0.00
6186,0.58779,0.36641,-2.08397,-1.02148,0.03687,-0.16626,0.00,0.00,0.00
6187,0.63359,0.40458,-2.12214,-1.01709,0.03906,-0.16455,0.00,0.00,0.00
6188,0.54962,0.18321,-2.09160,-1.01660,0.04175,-0.16846,0.00,0.00,0.00
6189,0.35878,0.56489,-2.08397,-1.01221,0.04224,-0.16162,0.00,0.00,0.00
6190,0.46565,0.36641,-2.11450,-1.01587,0.03955,-0.16016,0.00,0.00,0.00
6191,0.41221,0.32061,-2.11450,-1.01563,0.03491,-0.16650,0.00,0.00,0.00
6192,0.57252,0.54198,-2.31298,-1.01855,0.04175,-0.16235,0.00,0.00,0.00
6193,0.51145,0.35115,-2.59542,-1.01733,0.03467,-0.16064,0.00,0.00,0.00
6194,0.47328,0.37405,-2.49618,-1.01929,0.04028,-0.16943,0.00,0.00,0.00
6195,0.36641,0.45802,-2.44275,-1.01489,0.03784,-0.16919,0.00,0.00,0.00
6196,0.58779,0.53435,-2.74809,-1.01343,0.03247,-0.15845,0.00,0.00,0.00
6197,0.41221,0.45802,-2.74046,-1.01831,0.03711,-0.16724,0.00,0.00,0.00
6198,0.40458,0.58779,-2.76336,-1.01660,0.03491,-0.15674,0.00,0.00,0.00
6199,0.34351,0.40458,-2.77863,-1.01733,0.03516,-0.16260,0.00,0.00,0.00
6200,0.67176,0.32824,-2.80153,-1.01514,0.03320,-0.16772,0.00,0.00,0.00
6201,0.52672,0.38168,-2.90076,-1.01514,0.03711,-0.16943,0.00,0.00,0.00
6202,0.48092,0.49618,-2.73282,-1.01685,0.03857,-0.16064,0.00,0.00,0.00
6203,0.51145,0.54962,-2.74046,-1.00659,0.03345,-0.16797,0.00,0.00,0.00
6204,0.29771,0.45802,-2.58779,-1.01343,0.03052,-0.15723,0.00,0.00,0.00
6205,0.38931,0.62595,-2.67939,-1.01758,0.03491,-0.16772,0.00,0.00,0.00
6206,0.39695,0.60305,-3.03817,-1.00903,0.03638,-0.15332,0.00,0.00,0.00
6207,0.18321,0.80916,-2.85496,-1.00879,0.02734,-0.15820,0.00,0.00,0.00
6208,0.36641,0.73282,-2.72519,-1.01733,0.03296,-0.16382,0.00,0.00,0.00
6209,0.38168,0.52672,-2.80153,-1.01758,0.03345,-0.17090,0.00,0.00,0.00
6210,0.42748,1.06107,-2.83969,-1.01758,0.02979,-0.15796,0.00,0.00,0.00
6211,0.29771,0.70992,-2.70992,-1.01001,0.03174,-0.16309,0.00,0.00,0.00
6212,0.38931,0.80916,-2.61832,-1.01367,0.02979,-0.16113,0.00,0.00,0.00
6213,0.36641,0.96183,-2.65649,-1.01611,0.02588,-0.17090,0.00,0.00,0.00
6214,0.52672,1.14504,-2.51145,-1.01855,0.02979,-0.16797,0.00,0.00,0.00
6215,0.17557,1.08397,-2.62595,-1.01880,0.02515,-0.16138,0.00,0.00,0.00
6216,0.39695,1.03053,-2.65649,-1.01880,0.02612,-0.15381,0.00,0.00,0.00
6217,0.13740,1.12214,-2.77099,-1.02173,0.03687,-0.16113,0.00,0.00,0.00
6218,0.00763,1.42748,-3.04580,-1.01660,0.02832,-0.16260,0.00,0.00,0.00
6219,0.29771,1.13740,-3.15267,-1.02368,0.03027,-0.16260,0.00,0.00,0.00
6220,0.32061,1.44275,-3.34351,-1.01709,0.03271,-0.16748,0.00,0.00,0.00
6221,0.61832,1.17557,-3.47328,-1.01392,0.02710,-0.16577,0.00,0.00,0.00
6222,0.78626,1.50382,-3.75573,-1.01538,0.03394,-0.16528,0.00,0.00,0.00
6223,0.89313,1.40458,-3.70229,-1.01050,0.02490,-0.16968,0.00,0.00,0.00
6224,1.09160,1.19084,-3.51145,-1.01221,0.02148,-0.16602,0.00,0.00,0.00
6225,1.34351,1.38931,-3.65649,-1.01807,0.02954,-0.16553,0.00,0.00,0.00
6226,1.18321,1.82443,-3.41221,-1.01343,0.02393,-0.16870,0.00,0.00,0.00
6227,0.96947,1.54962,-3.14504,-1.01563,0.01831,-0.16626,0.00,0.00,0.00
6228,1.29771,1.47328,-2.91603,-1.01343,0.01514,-0.16943,0.00,0.00,0.00
6229,1.45038,1.68702,-2.55725,-1.01343,0.01709,-0.16943,0.00,0.00,0.00
6230,1.19084,1.68702,-2.61832,-1.01709,0.02246,-0.17603,0.00,0.00,0.00
6231,0.83969,1.80153,-2.59542,-1.01880,0.02368,-0.17432,0.00,0.00,0.00
6232,0.98473,1.68702,-2.68702,-1.01367,0.02710,-0.17212,0.00,0.00,0.00
6233,0.64122,1.75573,-2.80916,-1.01489,0.02344,-0.16724,0.00,0.00,0.00
6234,0.48855,1.85496,-2.88550,-1.01733,0.02100,-0.16772,0.00,0.00,0.00
6235,0.59542,1.72519,-3.00000,-1.01343,0.02148,-0.17090,0.00,0.00,0.00
6236,0.77099,1.47328,-3.02290,-1.01807,0.01904,-0.17285,0.00,0.00,0.00
6237,0.87023,1.45038,-2.80916,-1.01221,0.01270,-0.16895,0.00,0.00,0.00
6238,1.10687,1.13740,-2.88550,-1.01636,0.01660,-0.17041,0.00,0.00,0.00
6239,1.16031,1.31298,-2.86260,-1.01270,0.01636,-0.16675,0.00,0.00,0.00
6240,1.04580,1.35115,-2.83206,-1.01685,0.02246,-0.16211,0.00,0.00,0.00
6241,0.67939,0.98473,-2.77099,-1.01123,0.02124,-0.17969,0.00,0.00,0.00
6242,0.45038,1.17557,-2.74046,-1.01538,0.00952,-0.17578,0.00,0.00,0.00
6243,0.41221,1.12214,-2.53435,-1.01001,0.02148,-0.18018,0.00,0.00,0.00
6244,0.37405,1.12214,-2.53435,-1.01367,0.01489,-0.17236,0.00,0.00,0.00
